IDText,Text,clean_text,processed_text,text_length,predicted_label
TXT0734,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/c1DHB25WyU",ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat     ,ganjar pranowo pemimpin mikirin kepentingan kepentingan rakyat kebebasan berpendapat masyarakat,95,Politik
TXT0735,"Ganjar Pranowo, gubernur yang tidak hanya membangun infrastruktur, tapi juga membangun hubungan yang baik dengan masyarakat

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÃƒâ€šÃ‚Â Sejahtera https://t.co/Z9vkU2akSC","ganjar pranowo gubernur yang tidak hanya membangun infrastruktur tapi juga membangun hubungan yang baik dengan masyarakat

 ganjar mahfud hebat    nelayan sejahtera ",ganjar pranowo gubernur membangun infrastruktur membangun hubungan masyarakat ganjar mahfud hebat nelayan sejahtera,115,Politik
TXT0736,"@H/EqAXex69zeXoYlup5j0l0GJ4Y/uJKeH7OhmihxL3g= @aR6Gu9UkUVOCAn26FLNgBYKoJTY5gXaWwv8pm1R1oak= @1Dnm/Z6aYYkytHTiEti21yYt9PAq2QKX5rZ5Smn29iw= Kalau memang masuk ke Banten, ngapain Anies sampai mengubah reklamasi menjadi kawasan pantai? Pulau C, D, G diubah menjadi nama Pantai Maju, Pantai Kita, Pantai Bersama. Secara administratif wilayah dan tata ruang, pulau ini masuk ke Jakarta Utara. https://t.co/3XM1CGerWy",   kalau memang masuk ke banten ngapain anies sampai mengubah reklamasi menjadi kawasan pantai pulau c d g diubah menjadi nama pantai maju pantai kita pantai bersama secara administratif wilayah dan tata ruang pulau ini masuk ke jakarta utara ,masuk banten ngapain anies mengubah reklamasi kawasan pantai pulau c d g diubah nama pantai maju pantai pantai administratif wilayah tata ruang pulau masuk jakarta utara,169,Politik
TXT0737,ÃƒÂ¢Ã‚â€ºÃ‚Â³  Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfud2024 Mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagiÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚Â Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/Rr77V0phxe,  ganjar mahfud hebat    mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagi ganjar mahfud hebat   ,ganjar mahfud hebat mari dukung ganjar mahfud berantas korupsi negeri tercinta indonesia lebh ganjar mahfud hebat,113,Politik
TXT0738,"Dengan semua track record yang penuh dengan pengkhianatan, Anies Baswedan tidak layak bicara soal etika!!!

#prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju #debatcapres2024 #DebatCapres #DebatPilpres #debatpilpres2024 https://t.co/QKBVVlQzJf","dengan semua track record yang penuh dengan pengkhianatan anies baswedan tidak layak bicara soal etika

           ",track record penuh pengkhianatan anies baswedan layak bicara etika,66,Politik
TXT0739,"Mengirim bantuan kapal kemanusiaan ke Palestina tidak salah sekali.

Tapi dari tiga pasangan calon presiden, hanya pak Prabowo yang bisa melakukannya. Karena pak Prabowo masih ada dalam kekuasaan.

Itu knapa pejabat negara disarankan untuk cuti ketika maju pemilu. [RE legislatweet]","mengirim bantuan kapal kemanusiaan ke palestina tidak salah sekali

tapi dari tiga pasangan calon presiden hanya pak prabowo yang bisa melakukannya karena pak prabowo masih ada dalam kekuasaan

itu knapa pejabat negara disarankan untuk cuti ketika maju pemilu ",mengirim bantuan kapal kemanusiaan palestina salah pasangan calon presiden prabowo melakukannya prabowo kekuasaan knapa pejabat negara disarankan cuti maju pemilu,162,Politik
TXT0740,"Ganjar Mahfud, taat pada Tuhan, taat pada hukum, dan taat pada rakyat 

Bukan taat pada ambisi lalu merusak konstitusi cuma demi berkuasa lagi, sampai partai dan rakyat dibohongi seperti yg dilakukan Jokowi dan Gibran.

GanjarMahfud Taat Hukum 
#GanjarMahfud2024 https://t.co/OQQo2AKl6I [RE Anak__Ogi]","ganjar mahfud taat pada tuhan taat pada hukum dan taat pada rakyat 

bukan taat pada ambisi lalu merusak konstitusi cuma demi berkuasa lagi sampai partai dan rakyat dibohongi seperti yg dilakukan jokowi dan gibran

ganjarmahfud taat hukum 
  ",ganjar mahfud taat tuhan taat hukum taat rakyat taat ambisi merusak konstitusi berkuasa partai rakyat dibohongi yg jokowi gibran ganjarmahfud taat hukum,152,Politik
TXT0741,"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, dorong pertumbuhan ekonomi yang merata di setiap desa. #JNK #GanjarPranowoPilihanUmat https://t.co/X6vrqopfQU",program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa   ,program pasangan capres cawapres ganjar pranowo mahfud md dorong pertumbuhan ekonomi merata desa,96,Ekonomi
TXT0742,"Terkait dengan pelanggaran HAM masa lalu, Pak Ganjar memberikan

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/zdlswDPXyO","terkait dengan pelanggaran ham masa lalu pak ganjar memberikan

 ganjar mahfud hebat     ",terkait pelanggaran ham ganjar ganjar mahfud hebat,50,Politik
TXT0743,"LArismi11: Terkuak! Karakter asli Pak Ganjar Pranowo saat jadi Gubernur Jawa Tengah

 Ganjar Mahfud Hebat #Coblos3 #3GM Memimpin Indonesia #GanjarMahfudM3nangDebat https://t.co/nXgucnMPR3","larismi terkuak karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah

 ganjar mahfud hebat   memimpin indonesia  ",larismi terkuak karakter asli ganjar pranowo gubernur jawa ganjar mahfud hebat memimpin indonesia,97,Politik
TXT0744,"Ganjar Pranowo Mahfud MD, Pemimpin yang merakyat, dorong pertumbuhan ekonomi yang merata

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #WaktunyaPrabowo https://t.co/u57EvqB2zr","ganjar pranowo mahfud md pemimpin yang merakyat dorong pertumbuhan ekonomi yang merata

 ganjar mahfud hebat     ",ganjar pranowo mahfud md pemimpin merakyat dorong pertumbuhan ekonomi merata ganjar mahfud hebat,96,Politik
TXT0745,Pemberantasan korupsi adalah peperangan yang harus dimenangkan bersama. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran mengajak seluruh masyarakat bergabung. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/iOlK8pMWg7,pemberantasan korupsi adalah peperangan yang harus dimenangkan bersama    prabowo  gibran mengajak seluruh masyarakat bergabung     ,pemberantasan korupsi peperangan dimenangkan prabowo gibran mengajak masyarakat bergabung,89,Politik
TXT0746,"Di Debat Ketiga, Capres Prabowo Subianto Optimis Utang Luar ... - Industry https://t.co/ufUcXpJGgk #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE KasimS3654]",di debat ketiga capres prabowo subianto optimis utang luar   industry     ,debat ketiga capres prabowo subianto optimis utang industry,59,Politik
TXT0747,"Anies itu org terpelajar. Dia paham betul arti kata pribumi. Jadi ketika dia menggunakannya, itu kesengajaan. Riding the wave. [RE JokoHQ]",anies itu org terpelajar dia paham betul arti kata pribumi jadi ketika dia menggunakannya itu kesengajaan riding the wave ,anies org terpelajar paham arti pribumi menggunakannya kesengajaan riding the wave,82,Politik
TXT0748,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/0YgPjgLcFk",ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat     ,ganjar pranowo pemimpin mikirin kepentingan kepentingan rakyat kebebasan berpendapat masyarakat,95,Politik
TXT0749,"@kba_news Kecewa banget liat pemda yang nggak paham aturan konstitusi, dukung terus Anies", kecewa banget liat pemda yang nggak paham aturan konstitusi dukung terus anies,kecewa banget liat pemda nggak paham aturan konstitusi dukung anies,67,Politik
TXT0750,"Menteri Investasi Bahlil Lahadalia mengkritik Anies Baswedan yang bicara etika di debat pilpres ketiga. Bahlil menuding Anies merasa paling punya etika tinggi.

#detikPemilu #WaktunyaMilih https://t.co/zPHiuPMz5o [RE detikcom]","menteri investasi bahlil lahadalia mengkritik anies baswedan yang bicara etika di debat pilpres ketiga bahlil menuding anies merasa paling punya etika tinggi

   ",menteri investasi bahlil lahadalia mengkritik anies baswedan bicara etika debat pilpres ketiga bahlil menuding anies etika,122,Politik
TXT0751,@kikysaputrii siapa bilang pernyataan pak anis tdak d setujui pak prabowo ketika itu masuk akal, siapa bilang pernyataan pak anis tdak d setujui pak prabowo ketika itu masuk akal,bilang pernyataan anis tdak d setujui prabowo masuk akal,56,Politik
TXT0752,"Kontrak terbuka Ganjar Pranowo adalah cermin dari kepedulian untuk kita semua. Yuk, bersama jaga kedaulatan pangan!#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/P71eZxUR70",kontrak terbuka ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan pangan   ,kontrak terbuka ganjar pranowo cermin kepedulian yuk jaga kedaulatan pangan,75,Politik
TXT0753,"ÃƒÂ¢Ã‚ËœÃ‚Â  D video tersebut terdapat potongan video ketika Ganjar Pranowo menyebut jika Ãƒâ€šÃ‚Â  lebih memilih mendukungnya

 Ganjar Mahfud Hebat #Coblos3 #3GM #nazarpemilu #GanjarMahfudM3nangDebat https://t.co/viC8dg3Wqk","  d video tersebut terdapat potongan video ketika ganjar pranowo menyebut jika   lebih memilih mendukungnya

 ganjar mahfud hebat     ",d video potongan video ganjar pranowo menyebut memilih mendukungnya ganjar mahfud hebat,87,Politik
TXT0754,"Pak Anies Baswedan salah menyampaikan data. Pak Prabowo meluruskan. Jangan sampai Capres menyebarkan hoaks.
#IndonesiaKuatIndonesiaMaju
#DiplomasiProgresifPrabowo #02Melanjutkan #prabowo https://t.co/6EwGjGIhlf","pak anies baswedan salah menyampaikan data pak prabowo meluruskan jangan sampai capres menyebarkan hoaks
   ",anies baswedan salah data prabowo meluruskan capres menyebarkan hoaks,69,Politik
TXT0755,"Pangan, energi, dan air merupakan pilar utama bagi kemandirian dan kedaulatan suatu negara. Indonesia, dengan kekayaan alam yang melimpah, memiliki potensi besar untuk mencapai kemandirian. Maka dari itu, penting untuk memliki strategi pengelolaan SDA yang tepat agar dapat memberikan manfaat maksimal bagi masyarakat dan mendorong negara ini menuju kemandirian. [RE prabowo]",pangan energi dan air merupakan pilar utama bagi kemandirian dan kedaulatan suatu negara indonesia dengan kekayaan alam yang melimpah memiliki potensi besar untuk mencapai kemandirian maka dari itu penting untuk memliki strategi pengelolaan sda yang tepat agar dapat memberikan manfaat maksimal bagi masyarakat dan mendorong negara ini menuju kemandirian ,pangan energi air pilar utama kemandirian kedaulatan negara indonesia kekayaan alam melimpah memiliki potensi mencapai kemandirian memliki strategi pengelolaan sda manfaat maksimal masyarakat mendorong negara kemandirian,220,Politik
TXT0756,@user22011998 @bulumerak2 @tanyarlfes UNHCR tu khusus pengungsi bukan lembaga amil zakat indonesia atau pemerintah atau prabowo apalagi. Tapi dari donatur luar negeri(PBB) heran dah goblok bner,   unhcr tu khusus pengungsi bukan lembaga amil zakat indonesia atau pemerintah atau prabowo apalagi tapi dari donatur luar negeripbb heran dah goblok bner,unhcr tu khusus pengungsi lembaga amil zakat indonesia pemerintah prabowo donatur negeripbb heran dah goblok bner,113,Politik
TXT0757,"Hanya Kecurangan yg bisa mengalahkan Ganjar-Mahfud. Dan kalaupun kalian memenangkan Kecurangan, maka kami tidak akan tinggal diam. Kami akan MELAWAN sampe titik darah penghabisan. Krn Perlawanan bukan hanya utk Ganjar-Mahfud tapi perlawanan demi masa depan Demokrasi ibu pertiwi. https://t.co/0YblIkHZSB [RE KakekHalal]",hanya kecurangan yg bisa mengalahkan ganjarmahfud dan kalaupun kalian memenangkan kecurangan maka kami tidak akan tinggal diam kami akan melawan sampe titik darah penghabisan krn perlawanan bukan hanya utk ganjarmahfud tapi perlawanan demi masa depan demokrasi ibu pertiwi  ,kecurangan yg mengalahkan ganjarmahfud memenangkan kecurangan tinggal diam melawan sampe titik darah penghabisan krn perlawanan utk ganjarmahfud perlawanan demokrasi pertiwi,173,Politik
TXT0758,"@ganjarpranowo @mohmahfudmd Ganjar Pranowo, sosok yang berdedikasi tinggi untuk menciptakan pemerintahan yang efisien dan responsif.",  ganjar pranowo sosok yang berdedikasi tinggi untuk menciptakan pemerintahan yang efisien dan responsif,ganjar pranowo sosok berdedikasi menciptakan pemerintahan efisien responsif,75,Politik
TXT0759,"kalo kata anies : jika yang kecil melanggar biasanya karena kebutuhan, maka penuhi kebutuhannya maka pelanggaran akan hilang, tapi apabila yang besar melanggar biasanya karena keserakahan. maka orang2 spt ini harus dihukum karena keserakahannya. bukan malah disejahterakan. ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€¦ [RE afdhalm_]",kalo kata anies  jika yang kecil melanggar biasanya karena kebutuhan maka penuhi kebutuhannya maka pelanggaran akan hilang tapi apabila yang besar melanggar biasanya karena keserakahan maka orang spt ini harus dihukum karena keserakahannya bukan malah disejahterakan  ,kalo anies melanggar kebutuhan penuhi kebutuhannya pelanggaran hilang melanggar keserakahan orang spt dihukum keserakahannya disejahterakan,139,Politik
TXT0760,"Ganjar hadir untuk mewujudkan kesejahteraan prajurit @ayydafryanti 
#DebatCapres
#GanjarMahfud2024
#GanjarMahfudM3nangDebat
#Coblos69 https://t.co/crJ2NYZCKC","ganjar hadir untuk mewujudkan kesejahteraan prajurit  
 ",ganjar hadir mewujudkan kesejahteraan prajurit,46,Politik
TXT0761,"Pledoinya bang Hariz sebagai bukti kemunduran demokrasi dan kebebasan berpendapat

ANIES BUBBLE
#AMINAjaDulu 
#AsalBukanPrabowo 
#WakandaNoMoreIndonesiaForever https://t.co/PjsX2TLPnR [RE raditya_hartono]","pledoinya bang hariz sebagai bukti kemunduran demokrasi dan kebebasan berpendapat

anies bubble
 
 
  ",pledoinya bang hariz bukti kemunduran demokrasi kebebasan berpendapat anies bubble,82,Politik
TXT0762,"Dukungan untuk Paslon 03 Ganjar-Mahfud terus mengalir, kali ini datang dari istri Almarhum Didi Kempot Yan Vellia. Dia menilai @ganjarpranowo dan @mohmahfudmd ini adalah pasangan pemimpin yang epat untuk membawa Indonesia lebih unggul. 

Khususnya rekam jejak Ganjar Pranowo yang memiliki keseriusan mengentaskan angka kemiskinan, membuat Yan Vellia mempercayakan Ganjar untuk memimpin organisasi yang lebih luas cakupannya, sebesar negara. [RE Melihat_Indo]","dukungan untuk paslon  ganjarmahfud terus mengalir kali ini datang dari istri almarhum didi kempot yan vellia dia menilai  dan  ini adalah pasangan pemimpin yang epat untuk membawa indonesia lebih unggul 

khususnya rekam jejak ganjar pranowo yang memiliki keseriusan mengentaskan angka kemiskinan membuat yan vellia mempercayakan ganjar untuk memimpin organisasi yang lebih luas cakupannya sebesar negara ",dukungan paslon ganjarmahfud mengalir kali istri almarhum didi kempot yan vellia menilai pasangan pemimpin epat membawa indonesia unggul rekam jejak ganjar pranowo memiliki keseriusan mengentaskan angka kemiskinan yan vellia mempercayakan ganjar memimpin organisasi luas cakupannya negara,288,Politik
TXT0763,Hasto: Pak Prabowo Tidak Bisa Blusukan https://t.co/SV1oar9l2w [RE OposisiCerdas],hasto pak prabowo tidak bisa blusukan  ,hasto prabowo blusukan,22,Politik
TXT0764,"GoGanjarGo: Ganjar optimis capai pertumbuhan ekonomi 7% SahabatGanjarÃƒâ€šÃ‚Â  Ãƒâ€šÃ‚Â  Ganjar MenangkanGanjar GenerasiGotongRoyongÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÃƒâ€šÃ‚Â Sejahtera https://t.co/Kb23poG2Za","goganjargo ganjar optimis capai pertumbuhan ekonomi  sahabatganjar    ganjar menangkanganjar generasigotongroyong 

 ganjar mahfud hebat    nelayan sejahtera ",goganjargo ganjar optimis capai pertumbuhan ekonomi sahabatganjar ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat nelayan sejahtera,147,Politik
TXT0765,Partisipasi aktif warga negara adalah tonggak demokrasi yang sehat. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran mendorong keterlibatan semua. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/lo0zyAju4a,partisipasi aktif warga negara adalah tonggak demokrasi yang sehat    prabowo  gibran mendorong keterlibatan semua     ,partisipasi aktif warga negara tonggak demokrasi sehat prabowo gibran mendorong keterlibatan,92,Politik
TXT0766,"Top Statement dari Top Gan.

#GanjarMahfud2024 
#GanjarMahfudM3nangDebat
#DebatCapres

Closing statement Ganjar sangat rasional untuk direalisasikan, mulai dari komitmennya soal menguatkan pertahanan cyber, meningkatkan anggaran sampai 2% dari PDB, mendorong Profesionalisme aparat, kesejahteraan Prajurit dan Keluarga, sampau Beasiswa Kuliah anak Prajurit-Bhayangkara. Indonesia Garda Sumudra, We Are Growth. [RE Anak__Ogi]","top statement dari top gan

 
 statement ganjar sangat rasional untuk direalisasikan mulai dari komitmennya soal menguatkan pertahanan cyber meningkatkan anggaran sampai  dari pdb mendorong profesionalisme aparat kesejahteraan prajurit dan keluarga sampau beasiswa kuliah anak prajuritbhayangkara indonesia garda sumudra we are growth ",top statement top gan statement ganjar rasional direalisasikan komitmennya menguatkan pertahanan cyber meningkatkan anggaran pdb mendorong profesionalisme aparat kesejahteraan prajurit keluarga sampau beasiswa kuliah anak prajuritbhayangkara indonesia garda sumudra we are growth,279,Politik
TXT0767,"Kesejahteraan Indonesia di masa mendatang , Pilih Ganjar Pranowo dan Mahfud MDÃƒâ€šÃ‚Â  Ãƒâ€šÃ‚Â  PilihanUmat JNK TemanGanjar Kampanye Pilpres2024 AtikohIbuNegaraÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis https://t.co/zzm2wyChAh","kesejahteraan indonesia di masa mendatang  pilih ganjar pranowo dan mahfud md    pilihanumat jnk temanganjar kampanye pilpres atikohibunegara 

 ganjar mahfud hebat    internet gratis ",kesejahteraan indonesia pilih ganjar pranowo mahfud md pilihanumat jnk temanganjar kampanye pilpres atikohibunegara ganjar mahfud hebat internet gratis,151,Politik
TXT0768,Habis Debat Soal Pesawat Bekas Prabowo Teken Kontrak ... - MSN https://t.co/1kJrzdz84q #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE KasimS3654],habis debat soal pesawat bekas prabowo teken kontrak   msn     ,habis debat pesawat bekas prabowo teken kontrak msn,51,Politik
TXT0769,"@Heraloebss Anies rocked..
Anggaran berlimpah, tapi kementrian pertahanan malah kena hack.

Tentara tidak pernah rumah, tapi menterinya punya lahan ratusan ribu hektar.

Ironi.. https://t.co/AOaur4nHbD [RE Andika860354]"," anies rocked
anggaran berlimpah tapi kementrian pertahanan malah kena hack

tentara tidak pernah rumah tapi menterinya punya lahan ratusan ribu hektar

ironi  ",anies rocked anggaran berlimpah kementrian pertahanan kena hack tentara rumah menterinya lahan ratusan ribu hektar ironi,120,Politik
TXT0770,"Di Bekasi Anies emang kerjanya kgk beres, 5 tahun jadi Gubernur Jakarta kgk ada hasilnya buat Bekasi, cih [RE txtdrbekasi]",di bekasi anies emang kerjanya kgk beres  tahun jadi gubernur jakarta kgk ada hasilnya buat bekasi cih ,bekasi anies emang kerjanya kgk beres gubernur jakarta kgk hasilnya bekasi cih,78,Politik
TXT0771,"Ganjar optimis capai pertumbuhan ekonomi 7% SahabatGanjarÃƒâ€šÃ‚Â  Ãƒâ€šÃ‚Â  Ganjar MenangkanGanjar GenerasiGotongRoyongÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju https://t.co/imi7KFhmu3","ganjar optimis capai pertumbuhan ekonomi  sahabatganjar    ganjar menangkanganjar generasigotongroyong 

 ganjar mahfud hebat    perempuan maju ",ganjar optimis capai pertumbuhan ekonomi sahabatganjar ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat perempuan maju,133,Politik
TXT0772,"Ganjar-Mahfud akan membangun fondasi yang kokoh untuk pertumbuhan ekonomi. @Akunpubgbaru8 Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/yVi3ueZ79P","ganjarmahfud akan membangun fondasi yang kokoh untuk pertumbuhan ekonomi  happy new year 
 ",ganjarmahfud membangun fondasi kokoh pertumbuhan ekonomi happy new year,71,Politik
TXT0773,"Dalam momentum Pilpres, mencoblos Ganjar Pranowo adalah langkah menuju pemerintahan yang efektif dan efisien.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/fzCA9UItz4",dalam momentum pilpres mencoblos ganjar pranowo adalah langkah menuju pemerintahan yang efektif dan efisien   ,momentum pilpres mencoblos ganjar pranowo langkah pemerintahan efektif efisien,78,Politik
TXT0774,"@ganjarpranowo Sebut Perlu Internet Cepat Buat Dukung Keamanan Siber

Calon Presiden atau capres nomor urut tiga, Ganjar Pranowo, menyebutkan kebutuhan internet cepat, terkait masalah keamanan siber.

Menurut Ganjar, untuk masalah keamanan siber, dibutuhkan perkuatan Badan Siber dan Sandi Negara (BSSN), serta penting untuk membuat sistem keamanan yang baik.

ÃƒÂ¢Ã‚â‚¬Ã‚Å“Bahkan, selain membangun SDM dan infrastruktur yang baik, maka kecepatan internet dan coverage-nya harus tinggi. Maka kalau kita kemudian membuat satu sistem infrastruktur yang bagus, jangan dikorupsi,"" kata Ganjar.
Top Gan
#GanjarMahfud2024
#GanjarMahfudM3nangDebat"," sebut perlu internet cepat buat dukung keamanan siber

calon presiden atau capres nomor urut tiga ganjar pranowo menyebutkan kebutuhan internet cepat terkait masalah keamanan siber

menurut ganjar untuk masalah keamanan siber dibutuhkan perkuatan badan siber dan sandi negara bssn serta penting untuk membuat sistem keamanan yang baik

bahkan selain membangun sdm dan infrastruktur yang baik maka kecepatan internet dan coveragenya harus tinggi maka kalau kita kemudian membuat satu sistem infrastruktur yang bagus jangan dikorupsi kata ganjar
top gan
",internet cepat dukung keamanan siber calon presiden capres nomor urut ganjar pranowo kebutuhan internet cepat terkait keamanan siber ganjar keamanan siber dibutuhkan perkuatan badan siber sandi negara bssn sistem keamanan membangun sdm infrastruktur kecepatan internet coveragenya sistem infrastruktur bagus dikorupsi ganjar top gan,332,Politik
TXT0775,"@kingslandsjay @dekade_08 lu tau food estate ga?
kalo prabowo memberikan dukungan maksimal ke petani, ngpain bkin food estate, dananya ya kasihkan ke petani aja misal subsidi pupuk/bibit. hasilnya di beli, dijual murah ke rakyat.","  lu tau food estate ga
kalo prabowo memberikan dukungan maksimal ke petani ngpain bkin food estate dananya ya kasihkan ke petani aja misal subsidi pupukbibit hasilnya di beli dijual murah ke rakyat",lu tau food estate ga kalo prabowo dukungan maksimal petani ngpain bkin food estate dananya ya kasihkan petani aja subsidi pupukbibit hasilnya beli dijual murah rakyat,167,Politik
TXT0776,"@H1tv24PMcql5H78lcZoTEYLuhPv3484hU4yhVWFQcJo= @/D5l4F+gJeUmo5jzAPz2Y7ZOGV/m458aCswZdMGuWDM= Branding prabowo ikut pilpres 3x kuat sih di grassroot, Anies/Ganjar mungkin populer di kalangan masyarakat menengah atas yg bisa twiteran/tiktokan, cm di kampung2 dan pelosok jgnkan internet, sinyal edge aja susah, elektabilitas prabowo bisa jadi tinggi.",  branding prabowo ikut pilpres x kuat sih di grassroot aniesganjar mungkin populer di kalangan masyarakat menengah atas yg bisa twiterantiktokan cm di kampung dan pelosok jgnkan internet sinyal edge aja susah elektabilitas prabowo bisa jadi tinggi,branding prabowo pilpres x kuat sih grassroot aniesganjar populer kalangan masyarakat menengah yg twiterantiktokan cm kampung pelosok jgnkan internet sinyal edge aja susah elektabilitas prabowo,193,Politik
TXT0777,"Bedakan mngoreksi dg gaslight atau Denial

Misal; faktanya Anies mengucapkan selamat natal tiap thn. Malah aneh kalau netizens disuruh diam sj ketika dia mmberi kesan Anies ga mau ngucapin ini

Ke2 pemakaian diksi provokatif dg mngatakan gerbong agama radikal sgt wajar dikoreksi [RE ImaIsBack]","bedakan mngoreksi dg gaslight atau denial

misal faktanya anies mengucapkan selamat natal tiap thn malah aneh kalau netizens disuruh diam sj ketika dia mmberi kesan anies ga mau ngucapin ini

ke pemakaian diksi provokatif dg mngatakan gerbong agama radikal sgt wajar dikoreksi ",bedakan mngoreksi dg gaslight denial faktanya anies selamat natal thn aneh netizens disuruh diam sj mmberi kesan anies ga ngucapin pemakaian diksi provokatif dg mngatakan gerbong agama radikal sgt wajar dikoreksi,212,Politik
TXT0778,Keberlanjutan program kesehatan ibu dan anak menjadi prioritas Ganjar Pranowo Prof Mahfud. Menjamin kesejahteraan keluarga sebagai fondasi pembangunan.JNK18E1. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/6adJWhW472,keberlanjutan program kesehatan ibu dan anak menjadi prioritas ganjar pranowo prof mahfud menjamin kesejahteraan keluarga sebagai fondasi pembangunanjnke    ,keberlanjutan program kesehatan anak prioritas ganjar pranowo prof mahfud menjamin kesejahteraan keluarga fondasi pembangunanjnke,129,Politik
TXT0779,Anies: Pemberantasan Korupsi Dimulai dari Presiden https://t.co/aoUsbpQoil [RE tvOneNews],anies pemberantasan korupsi dimulai dari presiden  ,anies pemberantasan korupsi presiden,36,Politik
TXT0780,Aksi nyata. Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD perjuangkan kredit 35% untuk koprasi dan UMKM. Mari bersama sukseskan bisnis lokal. NCT WISH #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/rHFZi0U2cL,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit  untuk koprasi dan umkm mari bersama sukseskan bisnis lokal nct wish    ,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit koprasi umkm mari sukseskan bisnis lokal nct wish,129,Politik
TXT0781,"ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â©ÃƒÂ¢Ã‚â‚¬Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â¦ÃƒÂ¢Ã‚â‚¬Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â¦  Debat ngomongin demokrasi, tapi nyatanya ko begini pak ganjar pranowo UbanBukanPakdeÃƒâ€šÃ‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Lulus Pasti Kerja","  debat ngomongin demokrasi tapi nyatanya ko begini pak ganjar pranowo ubanbukanpakde 

 ganjar mahfud hebat    lulus pasti kerja",debat ngomongin demokrasi ko ganjar pranowo ubanbukanpakde ganjar mahfud hebat lulus kerja,90,Politik
