text,label,clean_text,processed_text,text_length
Calon Presiden RI No Urut 3 Ganjar Pranowo tegas: Konstitusi atau aturan dasar negara harus dijaga bersama-sama.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/7EldKX8R2C,Ideologi,calon presiden ri no urut  ganjar pranowo tegas konstitusi atau aturan dasar negara harus dijaga bersamasama   ,calon presiden ri no urut ganjar pranowo konstitusi aturan dasar negara dijaga bersamasama,90
RT Barisan Pengusaha Tionghoa Asal Medan Siap Menangkan Prabowo-Gibran di Pilpres - Jawa Pos - JawaPos https://t.co/p1Ugee1EBv #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE AzhareAkiba],Politik,rt barisan pengusaha tionghoa asal medan siap menangkan prabowogibran di pilpres  jawa pos  jawapos     ,rt barisan pengusaha tionghoa medan menangkan prabowogibran pilpres jawa pos jawapos,84
"RT @3UPWS8LFJZucz4duUaRXQAZxosgQLJ6tLw10ZwV082Q= . Tersenyumlah,Berbanggalah,Bersemangatlah. Karena Orang-orang yang pada PilPres kali ini gak ikut Telunjuk Jokowi adalah Orang-orang yang Mementingkan Nilai dari sebuah Etika dan Kepantasan. By not supporting Prabowo I feel I have been honest with my own conscience. [RE Chynthia_K]",Ideologi,rt   tersenyumlahberbanggalahbersemangatlah karena orangorang yang pada pilpres kali ini gak ikut telunjuk jokowi adalah orangorang yang mementingkan nilai dari sebuah etika dan kepantasan by not supporting prabowo i feel i have been honest with my own conscience ,rt tersenyumlahberbanggalahbersemangatlah orangorang pilpres kali gak telunjuk jokowi orangorang mementingkan nilai etika kepantasan by not supporting prabowo i feel i have been honest with my own conscience,207
@yeJsKw1hDL3DsnNlO4NhFUWZmPYfunPjwzkxde8Z7/4= Anies berjanji akan merevitalisasi sektor pertanian dan menjamin harga pembelian hasil tani yang menguntungkan petani Jawa Barat.,Ekonomi, anies berjanji akan merevitalisasi sektor pertanian dan menjamin harga pembelian hasil tani yang menguntungkan petani jawa barat,anies berjanji merevitalisasi sektor pertanian menjamin harga pembelian hasil tani menguntungkan petani jawa barat,114
Adi menginformasikan bahwa isu utama di kampung mereka adalah sulitnya mendapatkan air bersih dan masalah naiknya air laut. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto,Sumber Daya Alam,adi menginformasikan bahwa isu utama di kampung mereka adalah sulitnya mendapatkan air bersih dan masalah naiknya air laut     prabowo subianto,adi menginformasikan isu utama kampung sulitnya air bersih naiknya air laut prabowo subianto,92
"Capres Ganjar Pranowo percaya Mahfud MD bisa bawa perubahan positif dalam regulasi hukum, buat kemudahan investor.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/JeGSlGJmfg",Politik,capres ganjar pranowo percaya mahfud md bisa bawa perubahan positif dalam regulasi hukum buat kemudahan investor   ,capres ganjar pranowo percaya mahfud md bawa perubahan positif regulasi hukum kemudahan investor,96
"Ganjar Pranowo Mahfud MD bener-bener punya solusi keren buat Indonesia. Kalo lo mau yang bener-bener oke, #PilihGanjarPranowoMahfudMD!YsN23-Bf #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #TabrakProf https://t.co/YLz7CMWo9N",Politik,ganjar pranowo mahfud md benerbener punya solusi keren buat indonesia kalo lo mau yang benerbener oke      ,ganjar pranowo mahfud md benerbener solusi keren indonesia kalo lo benerbener oke,81
RT Panglima TNI Ungkap Relawan Ganjar-Mahfud Korban Pengeroyokan Sudah Dapat Santunan https://t.co/Oy6QAriTph #beritasatu #newsupdate #news [RE Beritasatu],Politik,rt panglima tni ungkap relawan ganjarmahfud korban pengeroyokan sudah dapat santunan     ,rt panglima tni relawan ganjarmahfud korban pengeroyokan santunan,65
RT Terus terang saya belum tahu ini. Tapi ternyata ini danau buatan antara Jakarta Selatan dan Depok untuk pendampingan air hujan. Salah satu Karya yang inovatif dari Gubenur Anies BaswedanÃƒÂ¢Ã‚â‚¬Ã‚Â¦ rekam jejak! https://t.co/WmJR2OsbeZ [RE ShamsiAli2],Sumber Daya Alam,rt terus terang saya belum tahu ini tapi ternyata ini danau buatan antara jakarta selatan dan depok untuk pendampingan air hujan salah satu karya yang inovatif dari gubenur anies baswedan rekam jejak  ,rt terang danau buatan jakarta selatan depok pendampingan air hujan salah karya inovatif gubenur anies baswedan rekam jejak,123
Capres Cawapres Ganjar Pranowo dan Mahfud MD mengajak semua pihak untuk bersatu menjaga Konstitusi atau aturan dasar negara.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/rFuGMNASSs,Ideologi,capres cawapres ganjar pranowo dan mahfud md mengajak semua pihak untuk bersatu menjaga konstitusi atau aturan dasar negara   ,capres cawapres ganjar pranowo mahfud md mengajak bersatu menjaga konstitusi aturan dasar negara,96
@uJ4FYW/rQMzJDr7BpIhc7OQ6ymOJkj1+wVIqJwJG3ow= kualitas pak ganjar gaperlu diragukan lagi #GanjarPilihanRakyat Rakyat B3rsama Ganjar,Politik, kualitas pak ganjar gaperlu diragukan lagi  rakyat brsama ganjar,kualitas ganjar gaperlu diragukan rakyat brsama ganjar,54
"RT #JejakAnies September 2019, Anies membawa 5.200 anakÃƒâ€šÃ‚Â² yatim piatu dan dhuafa liburan di Ragunan dan Dufan, Ancol. People as good as this, should not be allowed to lose and fight alone!!! ------ ÃƒÂ°Ã‚Å¸Ã‚Â«Ã‚Â¡ÃƒÂ°Ã‚Å¸Ã‚Â«Ã‚Â¡ https://t.co/ptAGkySy3O [RE PerempuanKujira]",Sosial Budaya,rt  september  anies membawa  anak yatim piatu dan dhuafa liburan di ragunan dan dufan ancol people as good as this should not be allowed to lose and fight alone    ,rt september anies membawa anak yatim piatu dhuafa liburan ragunan dufan ancol people as good as this should not be allowed to lose and fight alone,147
RT DUA MENIT: Antara Prabowo dan Anies. Anies dalam dua menit mempengaruhi PBB dan mendapat apresiasi Sekjen PBB. Asyiknya jika punya presiden seperti ini ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Å½ https://t.co/F9xjcJ7iNy [RE aindraku],Politik,rt dua menit antara prabowo dan anies anies dalam dua menit mempengaruhi pbb dan mendapat apresiasi sekjen pbb asyiknya jika punya presiden seperti ini   ,rt menit prabowo anies anies menit mempengaruhi pbb apresiasi sekjen pbb asyiknya presiden,90
Ganjar Pranowo terus berkomitmen bersihkan korupsi dengan program transparansi dan akuntabilitas. Transformasi pemerintahan yang inspiratif!#GanjarPranowoPilihanUmat #JNK #GanjarMahfudRebound https://t.co/rgh7TXnMfn,Politik,ganjar pranowo terus berkomitmen bersihkan korupsi dengan program transparansi dan akuntabilitas transformasi pemerintahan yang inspiratif   ,ganjar pranowo berkomitmen bersihkan korupsi program transparansi akuntabilitas transformasi pemerintahan inspiratif,116
RT Pendukung Paslon 1 serempak lg nyebokin omon. Dari awal udah nyerang Menhan Wowo Prabowo. El Chef. Ketauan bgt si mulut manis gada kapasitas bicara soal pertahanan dan geo politik. https://t.co/j2WI2KcQpN [RE PRAKA_08],Pertahanan dan Keamanan,rt pendukung paslon  serempak lg nyebokin omon dari awal udah nyerang menhan wowo prabowo el chef ketauan bgt si mulut manis gada kapasitas bicara soal pertahanan dan geo politik  ,rt pendukung paslon serempak lg nyebokin omon udah nyerang menhan wowo prabowo el chef ketauan bgt si mulut manis gada kapasitas bicara pertahanan geo politik,158
"RT @cFhz7fhrHu3xHU/NYuX0RZxOKTGi8gFIjelAOTpfabQ= ""Bansos itu dibeli dgn uang pajak. Uang pajak yg didapat dari rakyat Indonesia. Bansos itu dari rakyat Indonesia yg sdh bisa membayar pajak (ditujukan) kepada mereka yg belum sejahtera. Jangan pernah bansos itu diklaim sebagai bantuan pribadi"". -Anies Baswedan- Desak Anies Sumbar [RE reefrangga]",Sosial Budaya,rt  bansos itu dibeli dgn uang pajak uang pajak yg didapat dari rakyat indonesia bansos itu dari rakyat indonesia yg sdh bisa membayar pajak ditujukan kepada mereka yg belum sejahtera jangan pernah bansos itu diklaim sebagai bantuan pribadi anies baswedan desak anies sumbar ,rt bansos dibeli dgn uang pajak uang pajak yg rakyat indonesia bansos rakyat indonesia yg sdh membayar pajak yg sejahtera bansos diklaim bantuan pribadi anies baswedan desak anies sumbar,186
"RT Anies yg semula diragukan banyak org akan ikut kontestasi pilpres, akhirnya malah mampu membuat pilpres menjadi semakin menarik dan justru diunggulkan utk jdi pemenang. Arus dukunganpun semakin deras utk anies presiden. #14Peb2024AniesPresidenRI #14Peb2024AniesPresidenRI https://t.co/dwA5eGHEDL [RE Im00568047]",Politik,rt anies yg semula diragukan banyak org akan ikut kontestasi pilpres akhirnya malah mampu membuat pilpres menjadi semakin menarik dan justru diunggulkan utk jdi pemenang arus dukunganpun semakin deras utk anies presiden    ,rt anies yg diragukan org kontestasi pilpres pilpres menarik diunggulkan utk jdi pemenang arus dukunganpun deras utk anies presiden,131
"@Z7GwGya3c4ugkorurrhD38Tq4/HwgXF8YdhtvmaPT5w= Biasanya program utk membuka lahan pertanian baru itu sistem program proyek berjangka yah? Terus soal anggaran dana nya juga bertahap tdk dikocor sekaligus,. Apa proyek food estate Prabowo itu dana nya sekalig",Sumber Daya Alam, biasanya program utk membuka lahan pertanian baru itu sistem program proyek berjangka yah terus soal anggaran dana nya juga bertahap tdk dikocor sekaligus apa proyek food estate prabowo itu dana nya sekalig,program utk membuka lahan pertanian sistem program proyek berjangka yah anggaran dana nya bertahap tdk dikocor proyek food estate prabowo dana nya sekalig,154
RT Bawaslu Temukan Ratusan Anak Ikut Kegiatan Kampanye Prabowo-Gibran di Semarang https://t.co/VCxAHjbBcu [RE tvOneNews],Politik,rt bawaslu temukan ratusan anak ikut kegiatan kampanye prabowogibran di semarang  ,rt bawaslu temukan ratusan anak kegiatan kampanye prabowogibran semarang,72
"Ganjar-Mahfud membawa semangat baru untuk Indonesia dengan gagasan inovatif mereka untuk mendorong perkembangan d3sa. Ganjar Pranowo, terbukti lebih baik @2X1DD+2gVc36yoLUjeINWYA9wMylyQjZya9oz8X+NM8= #PresidenRakyat #GanjarMahfud2024 #M3nangDebat4 #Coblos3 https://t.co/3in5XdiruF",Politik,ganjarmahfud membawa semangat baru untuk indonesia dengan gagasan inovatif mereka untuk mendorong perkembangan dsa ganjar pranowo terbukti lebih baik      ,ganjarmahfud membawa semangat indonesia gagasan inovatif mendorong perkembangan dsa ganjar pranowo terbukti,107
RT Anies Kampanye Akbar di Dumai: Penghasilan Tak Ado Padahal Bumi Kami Kayo https://t.co/8DSj2kZju5 [RE tvOneNews],Politik,rt anies kampanye akbar di dumai penghasilan tak ado padahal bumi kami kayo  ,rt anies kampanye akbar dumai penghasilan ado bumi kayo,55
"Joget-joget menyenangkan, tapi masalah pemuda memerlukan program-program inovatif.Seperti Program dari Pasangan Capres Ganjar Pranowo Mahfud MD. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/5oLGCfbx2s",Politik,jogetjoget menyenangkan tapi masalah pemuda memerlukan programprogram inovatifseperti program dari pasangan capres ganjar pranowo mahfud md    ,jogetjoget menyenangkan pemuda programprogram inovatifseperti program pasangan capres ganjar pranowo mahfud md,110
"RT INFO A110001 : Denger2 katanya debat terakhir khusus untuk Anies dan Ganjar saat mengajukan pertanyaannya akan disampaikan secara tertulis dan akan melalui proses sensor dulu, agar tidak ada yang merasa diserang. Demi menjaga marwah dan martabat si bapak ituh dimana penonton. ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€š [RE abu_waras]",Politik,rt info a  denger katanya debat terakhir khusus untuk anies dan ganjar saat mengajukan pertanyaannya akan disampaikan secara tertulis dan akan melalui proses sensor dulu agar tidak ada yang merasa diserang demi menjaga marwah dan martabat si bapak ituh dimana penonton  ,rt info a denger debat khusus anies ganjar mengajukan pertanyaannya tertulis proses sensor diserang menjaga marwah martabat si ituh dimana penonton,147
alasan pertama milih pak ganjar karena kebijaksanaannya dlm menentukan keputusan Ganjar M3mberi Solusi #DialogGanjar,Politik,alasan pertama milih pak ganjar karena kebijaksanaannya dlm menentukan keputusan ganjar mmberi solusi ,alasan milih ganjar kebijaksanaannya dlm menentukan keputusan ganjar mmberi solusi,82
RT Nelayan pantura berharap pada Ganjar Pranowo dan Mahfud MD. Mari bersama kita wujudkan harapan mereka! #NelayanHarapanBaru #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/nXBXcbP9Wc [RE Aprilia_Nuraeni],Politik,rt nelayan pantura berharap pada ganjar pranowo dan mahfud md mari bersama kita wujudkan harapan mereka      ,rt nelayan pantura berharap ganjar pranowo mahfud md mari wujudkan harapan,74
"Memang top, harapan MASBOwoGBRan OkeGASSS menambah fasilitas yg tepat untuk mendukung pertumbuhan kemakmuran bangsa. @tGmr9OcSwgD1Gi24DCjmO2rsns5a0yFih+QYCFPbs9M= @KJTcHLy3vFT/tPoZPicEgfFOoIPQCpC5OSmmLwUb7RA= #BebasPindahKe02 KitaPaKB0W0 KitaKEREN",Ekonomi,memang top harapan masbowogbran okegasss menambah fasilitas yg tepat untuk mendukung pertumbuhan kemakmuran bangsa    kitapakbw kitakeren,top harapan masbowogbran okegasss menambah fasilitas yg mendukung pertumbuhan kemakmuran bangsa kitapakbw kitakeren,115
"RT Wok... Wok... @IkXxn8ZTTSkoJvpIWCmKTqhvvWEQ4IX3IDk5If+Clho= Pendekatan ente soal Papua sudah blunder. Bikin mereka gak trima. Cicing wae, Wok... #JanganPilihPrabowoGibran https://t.co/DYCjh5e7dG [RE RagilSemar]",Politik,rt wok wok  pendekatan ente soal papua sudah blunder bikin mereka gak trima cicing wae wok   ,rt wok wok pendekatan ente papua blunder bikin gak trima cicing wae wok,71
RT Desak Anies edisi Sumbar. Bansos jangan diklaim bantuan pribadi! ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚â€™Ã‚Â¯ #AMINSatukanIndonesia https://t.co/3EiGIlgpLG [RE marlina_idha],Politik,rt desak anies edisi sumbar bansos jangan diklaim bantuan pribadi    ,rt desak anies edisi sumbar bansos diklaim bantuan pribadi,58
"RT Abah Anies itu autentik dan berintegritas, debat KPU bagi Abah ga level dibanding forum #DesakAnies Eh iya siapa sih yang naikin tagar #DiskualifikasiPaslon2 ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£ https://t.co/ZNQwdDCCVI [RE aly_benzema]",Politik,rt abah anies itu autentik dan berintegritas debat kpu bagi abah ga level dibanding forum  eh iya siapa sih yang naikin tagar    ,rt abah anies autentik berintegritas debat kpu abah ga level dibanding forum eh iya sih naikin tagar,100
"RT Terkuak! Ternyata Prabowo Pernah Membongkar ""Rahasia Negara"", Untung Saja Saat Itu Tidak Ada Negara Lain Yang Menginvansi Indonesia. https://t.co/LM2hEhVcdO [RE abu_waras]",Politik,rt terkuak ternyata prabowo pernah membongkar rahasia negara untung saja saat itu tidak ada negara lain yang menginvansi indonesia  ,rt terkuak prabowo membongkar rahasia negara untung negara menginvansi indonesia,80
RT prabowoÃƒÂ¢Ã‚â‚¬Ã‚Â¦.. taking gaza as an example of ÃƒÂ¢Ã‚â‚¬Ã‚Å“yang lemah yang ditindasÃƒÂ¢Ã‚â‚¬Ã‚ÂÃƒÂ¢Ã‚â‚¬Ã‚Â¦ÃƒÂ¢Ã‚â‚¬Ã‚Â¦ÃƒÂ¢Ã‚â‚¬Ã‚Â¦.. he definitely dgafÃƒÂ¢Ã‚â‚¬Ã‚Â¦ÃƒÂ¢Ã‚â‚¬Ã‚Â¦ÃƒÂ¢Ã‚â‚¬Ã‚Â¦ÃƒÂ¢Ã‚â‚¬Ã‚Â¦ [RE malameze],Pertahanan dan Keamanan,rt prabowo taking gaza as an example of yang lemah yang ditindas he definitely dgaf ,rt prabowo taking gaza as an example of lemah ditindas he definitely dgaf,73
"RT Zulhas Bilang Bansos dari Jokowi, PDIP Sebut Kubu Prabowo-Gibran Lakukan Politisasi https://t.co/nVTh28cahH #TempoNasional [RE tempodotco]",Politik,rt zulhas bilang bansos dari jokowi pdip sebut kubu prabowogibran lakukan politisasi   ,rt zulhas bilang bansos jokowi pdip kubu prabowogibran lakukan politisasi,73
RT Pesan Dari Putra Papua Kepada Anies BASWEDAN. PAK AKU TITIPKAN MASA DEPAN PAPUA KEPADA BAPAK ÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚Â https://t.co/mFXsUtb4i3 [RE PutraErlangga95],Sosial Budaya,rt pesan dari putra papua kepada anies baswedan pak aku titipkan masa depan papua kepada bapak   ,rt pesan putra papua anies baswedan titipkan papua,50
"RT Dear pendukung Anies. Kalau kalian mati2an pgn kalahin prabowo karena isu ham masa lalu, tapi lu tetep dukung Anies yg disupport sama teroris. TAI ANJING LU SEMUA! [RE _DeadlyGod_]",Politik,rt dear pendukung anies kalau kalian matian pgn kalahin prabowo karena isu ham masa lalu tapi lu tetep dukung anies yg disupport sama teroris tai anjing lu semua ,rt dear pendukung anies matian pgn kalahin prabowo isu ham lu tetep dukung anies yg disupport teroris tai anjing lu,115
"Cuma pak prabowo yang bilang bahwa kita adalah negara non block Ini penting mengingatkan bahwa visi misi anies tadi yang bilang kita akan menjadi penentu di dunia global adalah hal yg mustahil Kita gak sekeras itu pak anies, masuk G20 aja udah bagus. itupun cuma aspek ekonomi",Ideologi,cuma pak prabowo yang bilang bahwa kita adalah negara non block ini penting mengingatkan bahwa visi misi anies tadi yang bilang kita akan menjadi penentu di dunia global adalah hal yg mustahil kita gak sekeras itu pak anies masuk g aja udah bagus itupun cuma aspek ekonomi,prabowo bilang negara non block visi misi anies bilang penentu dunia global yg mustahil gak sekeras anies masuk g aja udah bagus itupun aspek ekonomi,149
"RT Perwira TNI Ngamuk Kemenhan Dinilai Rendah oleh Anies-Ganjar: Dinilai Tak Baik oleh Orang Ambisi, Menjatuhkan Moral https://t.co/vDpLmejrXS [RE tvOneNews]",Politik,rt perwira tni ngamuk kemenhan dinilai rendah oleh aniesganjar dinilai tak baik oleh orang ambisi menjatuhkan moral  ,rt perwira tni ngamuk kemenhan dinilai rendah aniesganjar dinilai orang ambisi menjatuhkan moral,96
"Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD itu kayak keajaiban yang kita butuhkan. Pilih dia, kita bakal punya pemimpin yang mampu menciptakan keajaiban untuk Indonesia. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat",Politik,pasangan capres cawapres ganjar pranowo dan mahfud md itu kayak keajaiban yang kita butuhkan pilih dia kita bakal punya pemimpin yang mampu menciptakan keajaiban untuk indonesia   ,pasangan capres cawapres ganjar pranowo mahfud md kayak keajaiban butuhkan pilih pemimpin menciptakan keajaiban indonesia,121
"Pupuk yang lebih melimpah, hasil pertanian yang lebih baik! Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD siap meningkatkan kuota pupuk untuk para petani kita. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Ekonomi,pupuk yang lebih melimpah hasil pertanian yang lebih baik pasangan capres cawapres ganjar pranowo mahfud md siap meningkatkan kuota pupuk untuk para petani kita   ,pupuk melimpah hasil pertanian pasangan capres cawapres ganjar pranowo mahfud md meningkatkan kuota pupuk petani,112
Ganjar-Mahfud berkomitmen untuk membebaskan nelayan dari jerat utang. Strategi tersebut tertuang dalam program ekonomi biru. Langkah konkret ini diharapkan dapat memberikan dampak positif terhadap kehidupan nelayan. Ganjar M3mberi Solusi. #DialogGanjar https://t.co/hoxG8VWIw2,Ekonomi,ganjarmahfud berkomitmen untuk membebaskan nelayan dari jerat utang strategi tersebut tertuang dalam program ekonomi biru langkah konkret ini diharapkan dapat memberikan dampak positif terhadap kehidupan nelayan ganjar mmberi solusi  ,ganjarmahfud berkomitmen membebaskan nelayan jerat utang strategi tertuang program ekonomi biru langkah konkret diharapkan dampak positif kehidupan nelayan ganjar mmberi solusi,176
"RT Akses terhadap hukum sangat mahal &amp; berliku-liku bahkan seringkali kehilangan aset jika berurusan dg hukum, rakyat akan sangat terbantu dg program bantuan hukum gratis yg digagas AMIN.. Anies Deserve Better Videotron #HotlineParisAMIN https://t.co/cHyXtotXDr [RE ekowboy2]",Politik,rt akses terhadap hukum sangat mahal  berlikuliku bahkan seringkali kehilangan aset jika berurusan dg hukum rakyat akan sangat terbantu dg program bantuan hukum gratis yg digagas amin anies deserve better videotron   ,rt akses hukum mahal berlikuliku seringkali kehilangan aset berurusan dg hukum rakyat terbantu dg program bantuan hukum gratis yg digagas amin anies deserve better videotron,173
Gibran juga meminta ibu-ibu yang hadir untuk mengawal program makan siang gratis. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,Politik,gibran juga meminta ibuibu yang hadir untuk mengawal program makan siang gratis    prabowogibran,gibran ibuibu hadir mengawal program makan siang gratis prabowogibran,69
"RT Prabowo Subianto Sebut Ada Tukang Hasut, Singgung Lagi Pernyataan Anies Baswedan soal Lahan 340 Ribu Hektare https://t.co/FzDDNviQ4B #TempoNasional [RE tempodotco]",Politik,rt prabowo subianto sebut ada tukang hasut singgung lagi pernyataan anies baswedan soal lahan  ribu hektare   ,rt prabowo subianto tukang hasut singgung pernyataan anies baswedan lahan ribu hektare,86
RT Bulan januari ini serangan dari kubu @p0k2H42BUIFRtIZgRXNwSVcDrfViJkd2HVVRwok52pg= dkk akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan,rt bulan januari ini serangan dari kubu  dkk akan semakin sengit termasuk doxxing akun akun sosmed kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka jangan biarkan  berkuasa  asal bukan prabowo ,rt januari serangan kubu dkk sengit doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi counter serangan biarkan berkuasa prabowo,157
Hebat!! Disabilitas &amp; Emak-emak Deklarasi All in Prabowo-Gibran!! #PrabowoUntukRakyat #Prabowo #prabowosubianto #Prabowo2024 #PrabowoGibran https://t.co/XSEx4uVFJg,Politik,hebat disabilitas  emakemak deklarasi all in prabowogibran      ,hebat disabilitas emakemak deklarasi all in prabowogibran,57
RT Jokowi kian kentara mendukung Prabowo-Gibran menang satu putaran. Penyalahgunaan kekuasaan makin besar. #MajalahTempo https://t.co/WfTIC7wwfG [RE tempodotco],Politik,rt jokowi kian kentara mendukung prabowogibran menang satu putaran penyalahgunaan kekuasaan makin besar   ,rt jokowi kian kentara mendukung prabowogibran menang putaran penyalahgunaan kekuasaan,86
"ÃƒÂ°Ã‚Å¸Ã‚ÂªÃ‚Â§ Ganjar Mahfud Hebat #3GM #Coblos3 #GanjarSandiSeliweRUN #GanjarMahfud2024 Luar biasa pak ganjar, pemimpin yang peduli terhadap persoalan pendidikan dan kesejahteraan Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/5tzEzar4mf",Politik, ganjar mahfud hebat     luar biasa pak ganjar pemimpin yang peduli terhadap persoalan pendidikan dan kesejahteraan ganjar mahfud hebat   ,ganjar mahfud hebat ganjar pemimpin peduli pendidikan kesejahteraan ganjar mahfud hebat,87
"RT @auQQ9eRYlAxoa1XlZk6Tdhh6BvX70Ss7YAHk4SWUyzs= Ya itu strategi Anies Baswedan utk nonjokin fakta ke Prabowo bahwa data yg dipakai saat itu, adalah data dr lawan mu dulu yg skrg menjadi majikanmu. Secara tak langsung: Shame on You, Prab.. [RE GarudaBajaRing1]",Politik,rt  ya itu strategi anies baswedan utk nonjokin fakta ke prabowo bahwa data yg dipakai saat itu adalah data dr lawan mu dulu yg skrg menjadi majikanmu secara tak langsung shame on you prab ,rt ya strategi anies baswedan utk nonjokin fakta prabowo data yg dipakai data dr lawan mu yg skrg majikanmu langsung shame on you prab,134
"RT Ganjar-Mahfud Miliki Strategi Jitu Bebaskan Nelayan dari Jerat Hutang Spirit pengembangan ekonomi biru, utamanya juga untuk mengangkat harkat kehidupan para nelayan Hal tsb diungkap Juru Bicara TPN @VEd/Sb/bnPm7N6mEMDgB+cImgc5UyKXqRbTIzDOM9VI= &amp; @lLUxUf7A7Z3veftMm9Zz60oJrbTqNewAkq0VLPhzx7M= Chiko Hakim #RembuGanjar #GasssGanjarMahfud https://t.co/xHqRaD1LjZ [RE chandraLaras22]",Ekonomi,rt ganjarmahfud miliki strategi jitu bebaskan nelayan dari jerat hutang spirit pengembangan ekonomi biru utamanya juga untuk mengangkat harkat kehidupan para nelayan hal tsb diungkap juru bicara tpn    chiko hakim    ,rt ganjarmahfud miliki strategi jitu bebaskan nelayan jerat hutang spirit pengembangan ekonomi biru utamanya mengangkat harkat kehidupan nelayan tsb diungkap juru bicara tpn chiko hakim,185
"RT Makna Kolaborasi dari Kacamata Anies Baswedan Malam ini, saya ingin menceritakan makna ""kolaborasi"" yang menjadi city branding dari kota @8VhRI0OxfKm3+jUze4NJvBXWtaDhfYY7gBUuOCcSgl0= Bagi pak @wizsnnCUkP7lsmJBLHgb/EmtYuH3vCCiEpoZvKx3j/0= kolaborasi sejatinya bukan konsep asing yang baru dikenal oleh bangsa Indonesia. Sebuah Utas https://t.co/xLOjRgLE2p [RE SamiUsamah]",Sosial Budaya,rt makna kolaborasi dari kacamata anies baswedan malam ini saya ingin menceritakan makna kolaborasi yang menjadi city branding dari kota  bagi pak  kolaborasi sejatinya bukan konsep asing yang baru dikenal oleh bangsa indonesia sebuah utas  ,rt makna kolaborasi kacamata anies baswedan malam menceritakan makna kolaborasi city branding kota kolaborasi sejatinya konsep asing dikenal bangsa indonesia utas,162
RT Terpancar Kebahagiaan dan Harapan besar dari Raut Wajah Masyarakat Papua....Begitu Riang Gembira Warga Papua menari Bersama dengan Pak Anies ÃƒÂ°Ã‚Å¸Ã‚Â¥Ã‚Â° https://t.co/PUwEa5sqMq [RE Yurissa_Samosir],Sosial Budaya,rt terpancar kebahagiaan dan harapan besar dari raut wajah masyarakat papuabegitu riang gembira warga papua menari bersama dengan pak anies   ,rt terpancar kebahagiaan harapan raut wajah masyarakat papuabegitu riang gembira warga papua menari anies,105
Calon Presiden RI No Urut 3 Ganjar Pranowo tidak akan mengizinkan pelanggaran Konstitusi atau aturan dasar negara merusak fondasi negara kita.#GanjarPranowoPilihanUmat https://t.co/HXxZxRRStS,Ideologi,calon presiden ri no urut  ganjar pranowo tidak akan mengizinkan pelanggaran konstitusi atau aturan dasar negara merusak fondasi negara kita ,calon presiden ri no urut ganjar pranowo mengizinkan pelanggaran konstitusi aturan dasar negara merusak fondasi negara,118
"Calon Presiden Indonesia No Urut 3 Ganjar Pranowo programnya sederhana tapi signifikan: satu sarjana satu keluarga, untuk bangsa yang lebih pintar. #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/dc1JiBvZ4a",Politik,calon presiden indonesia no urut  ganjar pranowo programnya sederhana tapi signifikan satu sarjana satu keluarga untuk bangsa yang lebih pintar    ,calon presiden indonesia no urut ganjar pranowo programnya sederhana signifikan sarjana keluarga bangsa pintar,110
RT semua akan prabowo pada saatnja [RE wakcis],Pertahanan dan Keamanan,rt semua akan prabowo pada saatnja ,rt prabowo saatnja,18
AHY Sebut Masyarakat Aceh Banyak Titipkan Harapan ke Prabowo Subianto.. noo PDemokrat AgusYudhoyono Demokrat Bersama Rakyat https://t.co/DTWrlasZOU,Politik,ahy sebut masyarakat aceh banyak titipkan harapan ke prabowo subianto noo pdemokrat agusyudhoyono demokrat bersama rakyat ,ahy masyarakat aceh titipkan harapan prabowo subianto noo pdemokrat agusyudhoyono demokrat rakyat,97
